brand_code,artist,title,tier,method,chosen_ext,n_audio,n_candidates,note,chosen_path,alt_candidates
NOMAD-0706,Lucinda Williams,Sharp Cutting Wings (Song to a Poet),HIGH,local,flac,26,2,,NOMAD-0706 - Lucinda Williams - Sharp Cutting Wings (Song to a Poet)/Lucinda Williams - Sharp Cutting Wings (Song to a Poet) (Local).flac,NOMAD-0706 - Lucinda Williams - Sharp Cutting Wings (Song to a Poet)/Lucinda Williams - Sharp Cutting Wings (Song to a Poet) (Local).wav
NOMAD-0707,U2,Some Days Are Better Than Others,HIGH,local,flac,26,2,,NOMAD-0707 - U2 - Some Days Are Better Than Others/U2 - Some Days Are Better Than Others (Local).flac,NOMAD-0707 - U2 - Some Days Are Better Than Others/U2 - Some Days Are Better Than Others (Local).wav
NOMAD-0708,The Earons,Land Of Hunger,HIGH,local,flac,18,2,,NOMAD-0708 - The Earons - Land Of Hunger/The Earons - Land Of Hunger (Local).flac,NOMAD-0708 - The Earons - Land Of Hunger/The Earons - Land Of Hunger (Local).wav
NOMAD-0709,Johnny Cash,Sam Hall,HIGH,local,flac,18,2,,NOMAD-0709 - Johnny Cash - Sam Hall/Johnny Cash - Sam Hall (Local).flac,NOMAD-0709 - Johnny Cash - Sam Hall/Johnny Cash - Sam Hall (Local).wav
NOMAD-0710,Thee Midniters,Sad Girl,HIGH,local,flac,18,2,,NOMAD-0710 - Thee Midniters - Sad Girl/Thee Midniters - Sad Girl (Local).flac,NOMAD-0710 - Thee Midniters - Sad Girl/Thee Midniters - Sad Girl (Local).wav
NOMAD-0711,Silversun Pickups,Circadian Rhythm (Last Dance),HIGH,local,flac,18,2,,NOMAD-0711 - Silversun Pickups - Circadian Rhythm (Last Dance)/Silversun Pickups - Circadian Rhythm (Last Dance) (Local).flac,NOMAD-0711 - Silversun Pickups - Circadian Rhythm (Last Dance)/Silversun Pickups - Circadian Rhythm (Last Dance) (Local).wav
NOMAD-0712,Neil Diamond,Pretty Amazing Grace,HIGH,local,flac,18,2,,NOMAD-0712 - Neil Diamond - Pretty Amazing Grace/Neil Diamond - Pretty Amazing Grace (Local).flac,NOMAD-0712 - Neil Diamond - Pretty Amazing Grace/Neil Diamond - Pretty Amazing Grace (Local).wav
NOMAD-0713,Passenger,Survivors,HIGH,local,flac,18,2,,NOMAD-0713 - Passenger - Survivors/Passenger - Survivors (Local).flac,NOMAD-0713 - Passenger - Survivors/Passenger - Survivors (Local).wav
NOMAD-0714,Tom Waits,Don't Go Into the Barn,HIGH,local,flac,18,2,,NOMAD-0714 - Tom Waits - Don't Go Into the Barn/Tom Waits - Don't Go Into the Barn (Local).flac,NOMAD-0714 - Tom Waits - Don't Go Into the Barn/Tom Waits - Don't Go Into the Barn (Local).wav
NOMAD-0715,Kate Bush,Get Out Of My House,HIGH,local,flac,23,2,,NOMAD-0715 - Kate Bush - Get Out Of My House/Kate Bush - Get Out Of My House (Local).flac,NOMAD-0715 - Kate Bush - Get Out Of My House/Kate Bush - Get Out Of My House (Local).wav
NOMAD-0716,venbee,rampage,HIGH,local,flac,18,2,,NOMAD-0716 - venbee - rampage/venbee - rampage (Local).flac,NOMAD-0716 - venbee - rampage/venbee - rampage (Local).wav
NOMAD-0717,venbee,messy in heaven,HIGH,local,flac,18,2,,NOMAD-0717 - venbee - messy in heaven/venbee - messy in heaven (Local).flac,NOMAD-0717 - venbee - messy in heaven/venbee - messy in heaven (Local).wav
NOMAD-0718,Hybrid Minds,Favourite Song,HIGH,local,flac,18,2,,NOMAD-0718 - Hybrid Minds - Favourite Song/Hybrid Minds - Favourite Song (Local).flac,NOMAD-0718 - Hybrid Minds - Favourite Song/Hybrid Minds - Favourite Song (Local).wav
NOMAD-0719,Truck Stop,Dixie Lady,HIGH,local,wav,18,2,,NOMAD-0719 - Truck Stop - Dixie Lady/Truck Stop - Dixie Lady (Local).wav,NOMAD-0719 - Truck Stop - Dixie Lady/Truck Stop - Dixie Lady (Local).mp3
NOMAD-0720,venbee,low down,HIGH,local,flac,25,2,,NOMAD-0720 - venbee - low down/venbee - low down (Local).flac,NOMAD-0720 - venbee - low down/venbee - low down (Local).wav
NOMAD-0721,venbee,ME4 (council estate),HIGH,local,flac,18,2,,NOMAD-0721 - venbee - ME4 (council estate)/venbee - ME4 (council estate) (Local).flac,NOMAD-0721 - venbee - ME4 (council estate)/venbee - ME4 (council estate) (Local).wav
NOMAD-0722,venbee,gutter,HIGH,local,flac,18,2,,NOMAD-0722 - venbee - gutter/venbee - gutter (Local).flac,NOMAD-0722 - venbee - gutter/venbee - gutter (Local).wav
NOMAD-0723,venbee,die young,HIGH,local,flac,18,2,,NOMAD-0723 - venbee - die young/venbee - die young (Local).flac,NOMAD-0723 - venbee - die young/venbee - die young (Local).wav
NOMAD-0724,venbee,If Love Could Have Saved You,HIGH,local,flac,18,2,,NOMAD-0724 - venbee - If Love Could Have Saved You/venbee - If Love Could Have Saved You (Local).flac,NOMAD-0724 - venbee - If Love Could Have Saved You/venbee - If Love Could Have Saved You (Local).wav
NOMAD-0725,venbee,mona lisa,HIGH,local,flac,18,2,,NOMAD-0725 - venbee - mona lisa/venbee - mona lisa (Local).flac,NOMAD-0725 - venbee - mona lisa/venbee - mona lisa (Local).wav
NOMAD-0726,venbee,POV,HIGH,local,flac,18,2,,NOMAD-0726 - venbee - POV/venbee - POV (Local).flac,NOMAD-0726 - venbee - POV/venbee - POV (Local).wav
NOMAD-0727,venbee,ana,HIGH,local,flac,18,2,,NOMAD-0727 - venbee - ana/venbee - ana (Local).flac,NOMAD-0727 - venbee - ana/venbee - ana (Local).wav
NOMAD-0728,Eduard Khil,Trololo,HIGH,local,wav,17,1,,NOMAD-0728 - Eduard Khil - Trololo/Eduard Khil - Trololo (Local).wav,
NOMAD-0729,Maxïmo Park,Books from Boxes,HIGH,local,flac,5,2,,NOMAD-0729 - Maxïmo Park - Books from Boxes/Maxïmo Park - Books from Boxes (Local).flac,NOMAD-0729 - Maxïmo Park - Books from Boxes/Maxïmo Park - Books from Boxes (Local).wav
NOMAD-0730,Mötley Crüe,Sticky Sweet,HIGH,local,flac,7,2,,NOMAD-0730 - Mötley Crüe - Sticky Sweet/Mötley Crüe - Sticky Sweet (Local).flac,NOMAD-0730 - Mötley Crüe - Sticky Sweet/Mötley Crüe - Sticky Sweet (Local).wav
NOMAD-0731,Mötley Crüe,Slice of Your Pie,HIGH,local,flac,7,2,,NOMAD-0731 - Mötley Crüe - Slice of Your Pie/Mötley Crüe - Slice of Your Pie (Local).flac,NOMAD-0731 - Mötley Crüe - Slice of Your Pie/Mötley Crüe - Slice of Your Pie (Local).wav
NOMAD-0732,Arctic Monkeys,Mardy Bum,HIGH,local,flac,11,2,,NOMAD-0732 - Arctic Monkeys - Mardy Bum/Arctic Monkeys - Mardy Bum (Local).flac,NOMAD-0732 - Arctic Monkeys - Mardy Bum/Arctic Monkeys - Mardy Bum (Local).wav
NOMAD-0733,Tom Astor,Verrückt sein und sonst gar nichts,HIGH,local,wav,11,2,,NOMAD-0733 - Tom Astor - Verrückt sein und sonst gar nichts/Tom Astor - Verrückt sein und sonst gar nichts (Local).wav,NOMAD-0733 - Tom Astor - Verrückt sein und sonst gar nichts/Tom Astor - Verrückt sein und sonst gar nichts (Local).mp3
NOMAD-0734,Truck Stop,Lisa,HIGH,local,wav,11,2,,NOMAD-0734 - Truck Stop - Lisa/Truck Stop - Lisa (Local).wav,NOMAD-0734 - Truck Stop - Lisa/Truck Stop - Lisa (Local).mp3
NOMAD-0735,Ten Years After,Outside My Window,HIGH,local,wav,10,1,,NOMAD-0735 - Ten Years After - Outside My Window/Ten Years After - Outside My Window (Local).wav,
NOMAD-0736,Soccer Mommy,Lost,HIGH,local,flac,11,2,,NOMAD-0736 - Soccer Mommy - Lost/Soccer Mommy - Lost (Local).flac,NOMAD-0736 - Soccer Mommy - Lost/Soccer Mommy - Lost (Local).wav
NOMAD-0737,La Santa Cecilia,Un Mundo Raro (Inspirado en Coco),HIGH,local,flac,11,2,,NOMAD-0737 - La Santa Cecilia - Un Mundo Raro (Inspirado en Coco)/La Santa Cecilia - Un Mundo Raro (Inspirado en Coco) (Local).flac,NOMAD-0737 - La Santa Cecilia - Un Mundo Raro (Inspirado en Coco)/La Santa Cecilia - Un Mundo Raro (Inspirado en Coco) (Local).wav
NOMAD-0738,Willie Nelson,It Always Will Be,HIGH,local,flac,11,2,,NOMAD-0738 - Willie Nelson - It Always Will Be/Willie Nelson - It Always Will Be (Local).flac,NOMAD-0738 - Willie Nelson - It Always Will Be/Willie Nelson - It Always Will Be (Local).wav
NOMAD-0739,P.E.P.E,Shadilay,HIGH,local,flac,11,2,,NOMAD-0739 - P.E.P.E - Shadilay/P.E.P.E - Shadilay (Local).flac,NOMAD-0739 - P.E.P.E - Shadilay/P.E.P.E - Shadilay (Local).wav
NOMAD-0740,Marc Scibilia,More To This,HIGH,youtube,wav,11,2,,NOMAD-0740 - Marc Scibilia - More To This/Marc Scibilia - More To This (Youtube 73kHCvLuiHc).wav,NOMAD-0740 - Marc Scibilia - More To This/Marc Scibilia - More To This (Youtube 73kHCvLuiHc).webm
NOMAD-0741,Falling In Reverse,Bad Guy,HIGH,local,flac,13,2,,NOMAD-0741 - Falling In Reverse - Bad Guy/Falling In Reverse - Bad Guy (Local).flac,NOMAD-0741 - Falling In Reverse - Bad Guy/Falling In Reverse - Bad Guy (Local).wav
NOMAD-0742,Dominic Fike,How Much Is Weed,HIGH,local,flac,16,2,,NOMAD-0742 - Dominic Fike - How Much Is Weed/Dominic Fike - How Much Is Weed (Local).flac,NOMAD-0742 - Dominic Fike - How Much Is Weed/Dominic Fike - How Much Is Weed (Local).wav
NOMAD-0743,Huey Lewis And The News,We're Not Here For A Long Time (We're Here For A Good Time),HIGH,local,flac,16,2,,NOMAD-0743 - Huey Lewis And The News - We're Not Here For A Long Time (We're Here For A Good Time)/Huey Lewis And The News - We're Not Here For A Long Time (We're Here For A Good Time) (Local).flac,NOMAD-0743 - Huey Lewis And The News - We're Not Here For A Long Time (We're Here For A Good Time)/Huey Lewis And The News - We're Not Here For A Long Time (We're Here For A Good Time) (Local).wav
NOMAD-0744,Starship,Set the Night to Music,HIGH,local,flac,15,2,,NOMAD-0744 - Starship - Set the Night to Music/Starship - Set the Night to Music (Local).flac,NOMAD-0744 - Starship - Set the Night to Music/Starship - Set the Night to Music (Local).wav
NOMAD-0745,Joni Mitchell,Cactus Tree,HIGH,local,flac,16,2,,NOMAD-0745 - Joni Mitchell - Cactus Tree/Joni Mitchell - Cactus Tree (Local).flac,NOMAD-0745 - Joni Mitchell - Cactus Tree/Joni Mitchell - Cactus Tree (Local).wav
NOMAD-0746,Next to Normal,I'm Alive,HIGH,local,flac,15,2,,NOMAD-0746 - Next to Normal - I'm Alive/Next to Normal - I'm Alive (Local).flac,NOMAD-0746 - Next to Normal - I'm Alive/Next to Normal - I'm Alive (Local).wav
NOMAD-0747,Eartha Kitt,Santa Baby,HIGH,local,flac,16,2,,NOMAD-0747 - Eartha Kitt - Santa Baby/Eartha Kitt - Santa Baby (Local).flac,NOMAD-0747 - Eartha Kitt - Santa Baby/Eartha Kitt - Santa Baby (Local).wav
NOMAD-0748,System Of A Down,Metro,HIGH,local,flac,18,2,,NOMAD-0748 - System Of A Down - Metro/System Of A Down - Metro (Local).flac,NOMAD-0748 - System Of A Down - Metro/System Of A Down - Metro (Local).wav
NOMAD-0749,Wild Beasts,Mecca,HIGH,local,flac,17,2,,NOMAD-0749 - Wild Beasts - Mecca/Wild Beasts - Mecca (Local).flac,NOMAD-0749 - Wild Beasts - Mecca/Wild Beasts - Mecca (Local).wav
NOMAD-0750,Wild Beasts,Bed Of Nails,HIGH,local,flac,17,2,,NOMAD-0750 - Wild Beasts - Bed Of Nails/Wild Beasts - Bed Of Nails (Local).flac,NOMAD-0750 - Wild Beasts - Bed Of Nails/Wild Beasts - Bed Of Nails (Local).wav
NOMAD-0751,Rick James,Love Gun,HIGH,local,flac,17,2,,NOMAD-0751 - Rick James - Love Gun/Rick James - Love Gun (Local).flac,NOMAD-0751 - Rick James - Love Gun/Rick James - Love Gun (Local).wav
NOMAD-0752,Elmo & Patsy,Grandma Got Run Over By A Reindeer,HIGH,local,flac,17,2,,NOMAD-0752 - Elmo & Patsy - Grandma Got Run Over By A Reindeer/Elmo & Patsy - Grandma Got Run Over By A Reindeer (Local).flac,NOMAD-0752 - Elmo & Patsy - Grandma Got Run Over By A Reindeer/Elmo & Patsy - Grandma Got Run Over By A Reindeer (Local).wav
NOMAD-0753,Bad Wolves [ft. KILLBOY],It's You (2 Months),HIGH,local,flac,17,2,,NOMAD-0753 - Bad Wolves [ft. KILLBOY] - It's You (2 Months)/Bad Wolves [ft. KILLBOY] - It's You (2 Months) (Local).flac,NOMAD-0753 - Bad Wolves [ft. KILLBOY] - It's You (2 Months)/Bad Wolves [ft. KILLBOY] - It's You (2 Months) (Local).wav
NOMAD-0754,Boney James,What Are You Doing New Year's Eve (feat. Bobby Caldwell),HIGH,local,flac,17,2,,NOMAD-0754 - Boney James - What Are You Doing New Year's Eve (feat. Bobby Caldwell)/Boney James - What Are You Doing New Year's Eve (feat. Bobby Caldwell) (Local).flac,NOMAD-0754 - Boney James - What Are You Doing New Year's Eve (feat. Bobby Caldwell)/Boney James - What Are You Doing New Year's Eve (feat. Bobby Caldwell) (Local).wav
NOMAD-0755,James,Beautiful Beaches,HIGH,local,flac,18,2,,NOMAD-0755 - James - Beautiful Beaches/James - Beautiful Beaches (Local).flac,NOMAD-0755 - James - Beautiful Beaches/James - Beautiful Beaches (Local).wav
NOMAD-0756,James,Is This Love,HIGH,local,flac,18,2,,NOMAD-0756 - James - Is This Love/James - Is This Love (Local).flac,NOMAD-0756 - James - Is This Love/James - Is This Love (Local).wav
NOMAD-0757,James,Our World,HIGH,local,flac,18,2,,NOMAD-0757 - James - Our World/James - Our World (Local).flac,NOMAD-0757 - James - Our World/James - Our World (Local).wav
NOMAD-0758,Truck Stop,Lass dir nie den Tag verderben,HIGH,original,wav,14,2,,NOMAD-0758 - Truck Stop - Lass dir nie den Tag verderben/Truck Stop - Lass dir nie den Tag verderben (Original).wav,NOMAD-0758 - Truck Stop - Lass dir nie den Tag verderben/Truck Stop - Lass dir nie den Tag verderben (Original).mp3
NOMAD-0759,Truck Stop,"Emmylou, Emmylou",HIGH,original,flac,14,2,,"NOMAD-0759 - Truck Stop - Emmylou, Emmylou/Truck Stop - Emmylou, Emmylou (Original).flac","NOMAD-0759 - Truck Stop - Emmylou, Emmylou/Truck Stop - Emmylou, Emmylou (Original).wav"
NOMAD-0760,Ian Noe,If Today Doesn't Do Me In,HIGH,original,flac,14,2,,NOMAD-0760 - Ian Noe - If Today Doesn't Do Me In/Ian Noe - If Today Doesn't Do Me In (Original).flac,NOMAD-0760 - Ian Noe - If Today Doesn't Do Me In/Ian Noe - If Today Doesn't Do Me In (Original).wav
NOMAD-0761,Bug Hunter,Braggin',HIGH,original,flac,14,2,,NOMAD-0761 - Bug Hunter - Braggin'/Bug Hunter - Braggin' (Original).flac,NOMAD-0761 - Bug Hunter - Braggin'/Bug Hunter - Braggin' (Original).wav
NOMAD-0762,P.M. Dawn,Plastic,HIGH,original,flac,14,2,,NOMAD-0762 - P.M. Dawn - Plastic/P.M. Dawn - Plastic (Original).flac,NOMAD-0762 - P.M. Dawn - Plastic/P.M. Dawn - Plastic (Original).wav
NOMAD-0763,Uncle Tupelo,Still Be Around,HIGH,original,flac,14,2,,NOMAD-0763 - Uncle Tupelo - Still Be Around/Uncle Tupelo - Still Be Around (Original).flac,NOMAD-0763 - Uncle Tupelo - Still Be Around/Uncle Tupelo - Still Be Around (Original).wav
NOMAD-0764,Heather Maloney + Darlingside,No Shortcuts,HIGH,original,flac,15,2,,NOMAD-0764 - Heather Maloney + Darlingside - No Shortcuts/Heather Maloney + Darlingside - No Shortcuts (Original).flac,NOMAD-0764 - Heather Maloney + Darlingside - No Shortcuts/Heather Maloney + Darlingside - No Shortcuts (Original).wav
NOMAD-0765,Judas Priest,Love Bites,HIGH,original,flac,14,2,,NOMAD-0765 - Judas Priest - Love Bites/Judas Priest - Love Bites (Original).flac,NOMAD-0765 - Judas Priest - Love Bites/Judas Priest - Love Bites (Original).wav
NOMAD-0766,Postmodern Jukebox,Video Killed the Radio Star,HIGH,original,flac,14,2,,NOMAD-0766 - Postmodern Jukebox - Video Killed the Radio Star/Postmodern Jukebox - Video Killed the Radio Star (Original).flac,NOMAD-0766 - Postmodern Jukebox - Video Killed the Radio Star/Postmodern Jukebox - Video Killed the Radio Star (Original).wav
NOMAD-0767,Charming Disaster,Grifters,HIGH,original,wav,13,2,,NOMAD-0767 - Charming Disaster - Grifters/Charming Disaster - Grifters (Original).wav,NOMAD-0767 - Charming Disaster - Grifters/Charming Disaster - Grifters (Original).mp3
NOMAD-0768,"hey, nothing",Flora,HIGH,original,flac,14,2,,"NOMAD-0768 - hey, nothing - Flora/hey, nothing - Flora (Original).flac","NOMAD-0768 - hey, nothing - Flora/hey, nothing - Flora (Original).wav"
NOMAD-0769,Émilie Simon,Ballad of the Big Machine,HIGH,original,flac,15,2,,NOMAD-0769 - Émilie Simon - Ballad of the Big Machine/Émilie Simon - Ballad of the Big Machine (Original).flac,NOMAD-0769 - Émilie Simon - Ballad of the Big Machine/Émilie Simon - Ballad of the Big Machine (Original).wav
NOMAD-0770,Meat Loaf,Live Or Die,HIGH,original,flac,14,2,,NOMAD-0770 - Meat Loaf - Live Or Die/Meat Loaf - Live Or Die (Original).flac,NOMAD-0770 - Meat Loaf - Live Or Die/Meat Loaf - Live Or Die (Original).wav
NOMAD-0771,Stephen Wilson Jr.,patches,HIGH,original,flac,15,2,,NOMAD-0771 - Stephen Wilson Jr. - patches/Stephen Wilson Jr. - patches (Original).flac,NOMAD-0771 - Stephen Wilson Jr. - patches/Stephen Wilson Jr. - patches (Original).wav
NOMAD-0772,BoySetsFire,Hometown Report Card,HIGH,original,flac,15,2,,NOMAD-0772 - BoySetsFire - Hometown Report Card/BoySetsFire - Hometown Report Card (Original).flac,NOMAD-0772 - BoySetsFire - Hometown Report Card/BoySetsFire - Hometown Report Card (Original).wav
NOMAD-0773,Ruen Brothers,Don't Know What's Come Over You,HIGH,original,flac,15,2,,NOMAD-0773 - Ruen Brothers - Don't Know What's Come Over You/Ruen Brothers - Don't Know What's Come Over You (Original).flac,NOMAD-0773 - Ruen Brothers - Don't Know What's Come Over You/Ruen Brothers - Don't Know What's Come Over You (Original).wav
NOMAD-0774,Marco McDewey,Empty Cages & Loving Hearts,HIGH,original,wav,14,2,,NOMAD-0774 - Marco McDewey - Empty Cages & Loving Hearts/Marco McDewey - Empty Cages & Loving Hearts (Original).wav,NOMAD-0774 - Marco McDewey - Empty Cages & Loving Hearts/Marco McDewey - Empty Cages & Loving Hearts (Original).mp3
NOMAD-0775,Marco McDewey,"Drill Oil, Baby Drill",HIGH,original,wav,20,2,,"NOMAD-0775 - Marco McDewey - Drill Oil, Baby Drill/Marco McDewey - Drill Oil, Baby Drill (Original).wav","NOMAD-0775 - Marco McDewey - Drill Oil, Baby Drill/Marco McDewey - Drill Oil, Baby Drill (Original).mp3"
NOMAD-0776,Marco McDewey,Stupid Life,HIGH,original,wav,14,2,,NOMAD-0776 - Marco McDewey - Stupid Life/Marco McDewey - Stupid Life (Original).wav,NOMAD-0776 - Marco McDewey - Stupid Life/Marco McDewey - Stupid Life (Original).mp3
NOMAD-0777,Marco McDewey,In love with my Chevy truck,HIGH,original,wav,14,2,,NOMAD-0777 - Marco McDewey - In love with my Chevy truck/Marco McDewey - In love with my Chevy truck (Original).wav,NOMAD-0777 - Marco McDewey - In love with my Chevy truck/Marco McDewey - In love with my Chevy truck (Original).mp3
NOMAD-0778,Marco McDewey,The Tax Song,HIGH,original,wav,14,2,,NOMAD-0778 - Marco McDewey - The Tax Song/Marco McDewey - The Tax Song (Original).wav,NOMAD-0778 - Marco McDewey - The Tax Song/Marco McDewey - The Tax Song (Original).mp3
NOMAD-0779,Marco McDewey,It’s just a dog,HIGH,original,wav,14,2,,NOMAD-0779 - Marco McDewey - It’s just a dog/Marco McDewey - It’s just a dog (Original).wav,NOMAD-0779 - Marco McDewey - It’s just a dog/Marco McDewey - It’s just a dog (Original).mp3
NOMAD-0780,Marco McDewey,Chase their blues away,HIGH,original,wav,14,2,,NOMAD-0780 - Marco McDewey - Chase their blues away/Marco McDewey - Chase their blues away (Original).wav,NOMAD-0780 - Marco McDewey - Chase their blues away/Marco McDewey - Chase their blues away (Original).mp3
NOMAD-0781,JT McClelland,I Love You More,HIGH,original,wav,14,2,,NOMAD-0781 - JT McClelland - I Love You More/JT McClelland - I Love You More (Original).wav,NOMAD-0781 - JT McClelland - I Love You More/JT McClelland - I Love You More (Original).mp3
NOMAD-0782,Marco McDewey,Down to Nothing,HIGH,original,wav,14,2,,NOMAD-0782 - Marco McDewey - Down to Nothing/Marco McDewey - Down to Nothing (Original).wav,NOMAD-0782 - Marco McDewey - Down to Nothing/Marco McDewey - Down to Nothing (Original).mp3
NOMAD-0783,Trent Tomlinson,I Called up Hell,HIGH,original,flac,14,2,,NOMAD-0783 - Trent Tomlinson - I Called up Hell/Trent Tomlinson - I Called up Hell (Original).flac,NOMAD-0783 - Trent Tomlinson - I Called up Hell/Trent Tomlinson - I Called up Hell (Original).wav
NOMAD-0784,Jonny Hill,Darling,HIGH,original,wav,14,2,,NOMAD-0784 - Jonny Hill - Darling/Jonny Hill - Darling (Original).wav,NOMAD-0784 - Jonny Hill - Darling/Jonny Hill - Darling (Original).mp3
NOMAD-0785,Dylan Scott,Leave Her Alone,HIGH,original,flac,15,2,,NOMAD-0785 - Dylan Scott - Leave Her Alone/Dylan Scott - Leave Her Alone (Original).flac,NOMAD-0785 - Dylan Scott - Leave Her Alone/Dylan Scott - Leave Her Alone (Original).wav
NOMAD-0786,Jon Astley,Jane's Getting Serious,HIGH,original,flac,15,2,,NOMAD-0786 - Jon Astley - Jane's Getting Serious/Jon Astley - Jane's Getting Serious (Original).flac,NOMAD-0786 - Jon Astley - Jane's Getting Serious/Jon Astley - Jane's Getting Serious (Original).wav
NOMAD-0787,Meat Loaf,Getting Away With Murder,HIGH,original,flac,15,2,,NOMAD-0787 - Meat Loaf - Getting Away With Murder/Meat Loaf - Getting Away With Murder (Original).flac,NOMAD-0787 - Meat Loaf - Getting Away With Murder/Meat Loaf - Getting Away With Murder (Original).wav
NOMAD-0788,Busta Rhymes,Do It To Death,HIGH,original,flac,15,2,,NOMAD-0788 - Busta Rhymes - Do It To Death/Busta Rhymes - Do It To Death (Original).flac,NOMAD-0788 - Busta Rhymes - Do It To Death/Busta Rhymes - Do It To Death (Original).wav
NOMAD-0789,Chelsea Cutler,Your Bones,HIGH,original,flac,15,2,,NOMAD-0789 - Chelsea Cutler - Your Bones/Chelsea Cutler - Your Bones (Original).flac,NOMAD-0789 - Chelsea Cutler - Your Bones/Chelsea Cutler - Your Bones (Original).wav
NOMAD-0790,Terry Dennis,Keep Georgia Between Us,HIGH,original,flac,33,4,,NOMAD-0790 - Terry Dennis - Keep Georgia Between Us/J.R. Shelby artist name/J.R. Shelby - Keep Georgia Between Us (Original).flac,NOMAD-0790 - Terry Dennis - Keep Georgia Between Us/J.R. Shelby artist name/J.R. Shelby - Keep Georgia Between Us (Original).wav ;; NOMAD-0790 - Terry Dennis - Keep Georgia Between Us/Terry Dennis - Keep Georgia Between Us (Original).wav ;; NOMAD-0790 - Terry Dennis - Keep Georgia Between Us/Terry Dennis - Keep Georgia Between Us (Original).mp3
NOMAD-0791,Phil Collins,Doesn't Anybody Stay Together Anymore,HIGH,original,flac,15,2,,NOMAD-0791 - Phil Collins - Doesn't Anybody Stay Together Anymore/Phil Collins - Doesn't Anybody Stay Together Anymore (Original).flac,NOMAD-0791 - Phil Collins - Doesn't Anybody Stay Together Anymore/Phil Collins - Doesn't Anybody Stay Together Anymore (Original).wav
